epoch,step,train_classification_loss,train_regression_loss,val_classification_loss,val_regression_loss
3,5899,5.291752815246582,682.4378662109375,,
3,5949,5.287816524505615,863.6148071289062,,
3,5995,,,5.2987260818481445,721.0660400390625
4,5999,5.30277156829834,596.16259765625,,
4,6049,5.319835186004639,927.7945556640625,,
4,6099,5.300295829772949,519.2208862304688,,
4,6149,5.301550388336182,972.3380737304688,,
4,6199,5.30157470703125,429.8373718261719,,
4,6249,5.301070213317871,503.62542724609375,,
4,6299,5.2921977043151855,666.9320068359375,,
4,6349,5.297679424285889,1486.4095458984375,,
4,6399,5.3154683113098145,1253.41943359375,,
4,6449,5.290768623352051,875.2979736328125,,
4,6499,5.3109235763549805,429.8536682128906,,
4,6549,5.291601181030273,908.1474609375,,
4,6599,5.314677715301514,604.3574829101562,,
4,6649,5.291903495788574,1013.1460571289062,,
4,6699,5.325925827026367,441.2125244140625,,
4,6749,5.325620651245117,342.80487060546875,,
4,6799,5.308626174926758,1570.402099609375,,
4,6849,5.307801246643066,506.94586181640625,,
4,6899,5.302038669586182,1258.3983154296875,,
4,6949,5.289600849151611,743.0093994140625,,
4,6999,5.312227725982666,882.9734497070312,,
4,7049,5.300067901611328,621.0800170898438,,
4,7099,5.317711353302002,660.1329956054688,,
4,7149,5.312443733215332,739.546630859375,,
4,7199,5.304343223571777,797.4095458984375,,
4,7249,5.305178642272949,1125.2762451171875,,
4,7299,5.278076648712158,1188.759033203125,,
4,7349,5.3007283210754395,1068.6832275390625,,
4,7399,5.285241603851318,925.9021606445312,,
4,7449,5.303825855255127,779.801025390625,,
4,7494,,,5.298733234405518,760.4899291992188
5,7499,5.296354293823242,1128.1395263671875,,
5,7549,5.296512603759766,720.5147705078125,,
5,7599,5.309675216674805,548.9472045898438,,
5,7649,5.284337043762207,765.0554809570312,,
5,7699,5.301003456115723,657.6780395507812,,
5,7749,5.325201511383057,785.7288208007812,,
5,7799,5.313915252685547,431.3687744140625,,
5,7849,5.298918724060059,706.486572265625,,
5,7899,5.285983562469482,541.2423095703125,,
5,7949,5.295022487640381,466.824462890625,,
5,7999,5.286805629730225,857.2108764648438,,
5,8049,5.306405067443848,1078.172607421875,,
5,8099,5.284165382385254,1054.84619140625,,
5,8149,5.285159587860107,743.8380126953125,,
5,8199,5.285627841949463,803.1104736328125,,
5,8249,5.285930633544922,851.3638305664062,,
5,8299,5.295731544494629,1211.0633544921875,,
5,8349,5.298081398010254,475.1637268066406,,
5,8399,5.282076358795166,706.3048706054688,,
5,8449,5.293002128601074,547.8549194335938,,
5,8499,5.292360305786133,1028.880859375,,
5,8549,5.302175521850586,831.3096313476562,,
5,8599,5.294037818908691,707.6593017578125,,
5,8649,5.306354999542236,518.6245727539062,,
5,8699,5.286256313323975,773.245361328125,,
5,8749,5.301746368408203,630.8423461914062,,
5,8799,5.309666633605957,867.4169921875,,
5,8849,5.3156328201293945,884.6141967773438,,
5,8899,5.292721748352051,717.1837768554688,,
5,8949,5.315618515014648,496.1353759765625,,
5,8993,,,5.298717021942139,750.3020629882812
6,8999,5.31266975402832,670.3697509765625,,
6,9049,5.298440456390381,879.3974609375,,
6,9099,5.2909040451049805,715.7622680664062,,
6,9149,5.305743217468262,700.4263916015625,,
6,9199,5.28692626953125,851.1295776367188,,
6,9249,5.281467914581299,478.6971740722656,,
6,9299,5.317659378051758,677.2579345703125,,
6,9349,5.2867279052734375,628.0453491210938,,
6,9399,5.3036322593688965,558.27294921875,,
6,9449,5.302667617797852,689.6488647460938,,
6,9499,5.294127941131592,1192.9801025390625,,
6,9549,5.296998500823975,511.2195129394531,,
6,9599,5.312164783477783,668.6315307617188,,
6,9649,5.299936294555664,385.71478271484375,,
6,9699,5.298830986022949,857.9270629882812,,
6,9749,5.323587894439697,487.2818908691406,,
6,9799,5.311867713928223,973.6417236328125,,
6,9849,5.30760383605957,488.9095458984375,,
6,9899,5.312447547912598,595.3597412109375,,
6,9949,5.281804084777832,500.0230712890625,,
6,9999,5.302874565124512,469.1076354980469,,
6,10049,5.302123069763184,730.5585327148438,,
6,10099,5.3090057373046875,557.071044921875,,
6,10149,5.289937973022461,1026.405029296875,,
6,10199,5.29793643951416,742.8460083007812,,
6,10249,5.302520751953125,1053.427490234375,,
6,10299,5.3231201171875,830.5841674804688,,
6,10349,5.318116664886475,875.4912719726562,,
6,10399,5.312295913696289,489.7723388671875,,
6,10449,5.29873514175415,720.2858276367188,,
6,10492,,,5.298715591430664,736.8479614257812
7,10499,5.297995567321777,471.7777404785156,,
7,10549,5.307415962219238,991.7958374023438,,
7,10599,5.304688453674316,701.4970703125,,
7,10649,5.28737211227417,458.84490966796875,,
7,10699,5.317224025726318,658.7113647460938,,
7,10749,5.304582118988037,1084.0782470703125,,
7,10799,5.2993974685668945,652.5440063476562,,
7,10849,5.285925388336182,904.7469482421875,,
7,10899,5.30129337310791,787.0870361328125,,
7,10949,5.295293807983398,869.756591796875,,
7,10999,5.310070991516113,569.7408447265625,,
7,11049,5.284235000610352,902.2311401367188,,
7,11099,5.294724464416504,663.9240112304688,,
7,11149,5.322298049926758,711.9238891601562,,
7,11199,5.317745208740234,617.7702026367188,,
7,11249,5.287312030792236,438.9674987792969,,
7,11299,5.29598331451416,658.4378662109375,,
7,11349,5.307251930236816,1070.3770751953125,,
7,11399,5.316751956939697,647.8404541015625,,
7,11449,5.305593967437744,876.6092529296875,,
7,11499,5.297780990600586,1826.147705078125,,
7,11549,5.2899980545043945,598.6257934570312,,
7,11599,5.312630653381348,1172.45751953125,,
7,11649,5.285028457641602,1067.047607421875,,
7,11699,5.306302070617676,307.92266845703125,,
7,11749,5.322364807128906,516.3057250976562,,
7,11799,5.313690185546875,359.6015930175781,,
7,11849,5.30654239654541,752.6038208007812,,
7,11899,5.2809576988220215,779.260498046875,,
7,11949,5.308757305145264,558.1007080078125,,
